"","month","price","bedrooms","bathrooms","sqft_living","condition","sqft_above","sqft_basement","yr_built","yr_renovated","zipcode","lat","long"
"11847","03",397950,4,1.75,2360,4,1180,1180,1916,1970,98133,47.7635,-122.335
"11848","11",268000,3,1.75,1600,3,1600,0,1999,0,98002,47.284,-122.202
"11849","10",549950,3,2.5,2680,3,2680,0,2001,0,98011,47.7557,-122.223
"11850","08",370000,3,1.75,1150,4,1150,0,1970,0,98033,47.6709,-122.185
"11851","09",299000,4,2.25,1870,3,1870,0,1996,0,98003,47.2774,-122.299
"11852","04",430000,4,1.5,1810,3,1810,0,1966,0,98034,47.7207,-122.186
"11853","02",345000,3,1.75,1860,4,1260,600,1975,0,98058,47.4338,-122.168
"11854","05",1600000,3,3.25,3790,3,3790,0,1985,0,98177,47.724,-122.373
"11855","05",534640,3,2.5,2130,4,1210,920,1994,0,98072,47.736,-122.159
"11856","10",1225000,3,2.5,2860,3,1980,880,1915,0,98119,47.6463,-122.371
"11857","04",351000,4,2.5,2370,3,2370,0,1997,0,98031,47.3982,-122.171
"11858","07",745000,4,2.25,2290,3,2290,0,1972,0,98005,47.6351,-122.168
"11859","07",555700,3,2,1810,4,1810,0,1957,0,98008,47.5888,-122.127
"11860","07",690000,4,2.5,3220,3,3220,0,1991,0,98072,47.7547,-122.114
"11861","12",449000,3,1.75,1660,4,1660,0,1952,0,98155,47.7564,-122.286
"11862","03",340000,4,2.5,2665,3,2665,0,2006,0,98030,47.3831,-122.185
"11863","03",937750,4,2.75,2580,5,1710,870,1917,0,98115,47.6753,-122.304
"11864","05",725126,4,2.5,3200,3,3200,0,1998,0,98059,47.5273,-122.143
"11865","04",635000,4,2.5,2970,3,2020,950,1969,0,98125,47.7118,-122.29
"11866","03",1770000,3,2.5,2580,4,2580,0,1951,0,98004,47.6199,-122.212
"11867","11",425000,5,2.5,2180,4,1200,980,1955,0,98133,47.7543,-122.341
"11868","08",370000,3,2,1860,3,1860,0,1939,2006,98155,47.7522,-122.304
"11869","09",390000,3,2,1840,5,960,880,1972,0,98059,47.4837,-122.11
"11870","06",239000,3,1.75,1340,4,1340,0,1968,0,98042,47.364,-122.162
"11871","01",345000,4,2.25,2320,3,2320,0,1973,0,98058,47.4512,-122.131
"11872","08",289000,3,2.5,2110,4,2110,0,1985,0,98030,47.3558,-122.173
"11873","05",285000,5,1.5,1840,4,1840,0,1962,0,98198,47.3668,-122.312
"11874","09",147400,3,2,1080,2,1080,0,1955,0,98146,47.4842,-122.346
"11875","08",245000,3,2.25,2210,3,1540,670,1967,0,98178,47.4911,-122.224
"11876","03",520000,3,2.25,2210,3,1540,670,1967,0,98178,47.4911,-122.224
"11877","05",352500,3,2.25,1410,3,1170,240,1987,0,98065,47.5336,-121.76
"11878","05",448000,5,3.5,3740,3,2760,980,1998,0,98038,47.3832,-122.057
"11879","09",270000,4,2.75,2440,3,1200,1240,1963,1985,98032,47.3662,-122.282
"11880","08",872500,3,2.5,2040,3,1840,200,1951,0,98109,47.6334,-122.35
"11881","03",2152500,4,3.25,3840,4,2590,1250,1939,0,98199,47.6388,-122.406
"11882","08",225000,3,1.5,1660,3,980,680,1962,0,98168,47.4962,-122.32
"11883","11",735000,4,2,1640,4,1640,0,1911,0,98119,47.6505,-122.375
"11884","10",169000,3,1.75,1720,3,1720,0,1978,0,98032,47.3731,-122.286
"11885","03",279950,3,1.75,1720,3,1720,0,1978,0,98032,47.3731,-122.286
"11886","01",1950000,4,2.75,4020,4,2830,1190,1989,0,98004,47.6042,-122.21
"11887","08",310000,3,2.25,1960,3,1750,210,2003,0,98118,47.5419,-122.288
"11888","07",975000,4,2.5,3240,4,3240,0,1978,0,98005,47.6337,-122.154
"11889","12",930000,2,1.5,1800,3,1000,800,1942,0,98109,47.6305,-122.347
"11890","04",412000,4,1.5,1960,3,980,980,1912,0,98106,47.5688,-122.363
"11891","06",507000,3,2.5,2120,3,2120,0,2003,0,98133,47.7174,-122.337
"11892","01",1755000,4,4,3860,4,3860,0,1927,0,98177,47.7469,-122.378
"11893","11",230000,3,2.5,1340,3,1340,0,1995,0,98038,47.3839,-122.038
"11894","09",616200,5,3.25,3920,3,3030,890,2014,0,98065,47.5202,-121.885
"11895","08",509900,3,1.75,1690,3,1690,0,1984,0,98053,47.6546,-122.049
"11896","03",370000,4,2.5,2570,3,2570,0,1987,0,98058,47.4237,-122.162
"11897","03",619100,3,1.75,1870,3,1870,0,1977,0,98033,47.6999,-122.17
"11898","08",805000,3,2.25,2860,5,2290,570,1956,0,98166,47.4534,-122.372
"11899","02",612125,2,1.5,1670,3,1090,580,1950,0,98119,47.6517,-122.374
"11900","09",350000,2,1.5,1070,3,1070,0,2003,0,98115,47.6761,-122.3
"11901","10",335000,3,2.5,2588,3,2588,0,2008,0,98042,47.3449,-122.151
"11902","03",972800,5,3.25,3500,3,3500,0,2001,0,98059,47.5198,-122.157
"11903","02",5e+05,3,1.75,1690,3,1690,0,1973,0,98053,47.6745,-122.061
"11904","12",2200000,4,3.75,3790,3,2530,1260,1931,0,98112,47.6264,-122.289
"11905","11",415000,3,1.5,1090,4,1090,0,1966,0,98008,47.6219,-122.115
"11906","08",399000,3,3,2240,4,1710,530,1950,0,98106,47.5529,-122.356
"11907","12",340000,3,2,1870,3,1120,750,1913,0,98136,47.5371,-122.393
"11908","11",490000,5,2.75,2990,3,2990,0,1997,0,98059,47.4955,-122.16
"11909","06",374000,4,2.5,2580,3,2580,0,2004,0,98056,47.4858,-122.185
"11910","11",473000,3,2.25,1620,3,1620,0,1987,0,98074,47.6188,-122.029
"11911","05",540000,3,1.75,2590,3,1970,620,1968,0,98029,47.5521,-122.03
"11912","08",431000,2,2,1390,3,970,420,1959,0,98155,47.7499,-122.29
"11913","05",435000,4,3,2270,3,1410,860,1979,0,98155,47.7722,-122.315
"11914","05",1051000,4,3,2920,5,1460,1460,1964,0,98008,47.6164,-122.104
"11915","05",450000,3,2.75,1250,3,1040,210,2010,0,98116,47.5826,-122.387
"11916","12",244000,3,1.75,1500,4,1500,0,1976,0,98023,47.3155,-122.365
"11917","02",550000,3,2.5,2800,3,2800,0,2001,0,98011,47.7528,-122.195
"11918","09",975000,4,2.5,3420,3,3420,0,2000,0,98053,47.633,-121.972
"11919","02",426500,4,2.75,2100,3,2100,0,1990,0,98038,47.399,-122.011
"11920","02",542000,3,2.25,2220,3,2220,0,1985,0,98052,47.7148,-122.101
"11921","11",710000,4,1.75,2000,5,1000,1000,1956,0,98109,47.6428,-122.348
"11922","05",289950,3,2.5,1770,3,1770,0,1988,0,98001,47.3196,-122.272
"11923","10",1900000,4,2.75,4280,3,3900,380,1947,2008,98004,47.6185,-122.219
"11924","12",250000,4,2.75,1830,3,1830,0,2001,0,98001,47.2601,-122.286
"11925","10",155000,3,1.5,970,3,970,0,1966,0,98003,47.3284,-122.331
"11926","08",515000,4,1.5,1740,4,1400,340,1946,0,98177,47.7243,-122.363
"11927","03",336600,3,2.25,1654,3,1654,0,1995,0,98038,47.3618,-122.033
"11928","03",915000,3,2.25,2390,5,1580,810,1925,0,98109,47.6339,-122.354
"11929","07",350000,2,1.75,1080,4,1080,0,1984,0,98034,47.7065,-122.235
"11930","07",1300000,4,1.75,2610,4,2610,0,1966,0,98004,47.6245,-122.227
"11931","03",545000,2,2,1430,4,1430,0,1949,0,98117,47.6844,-122.392
"11932","12",475000,4,3,2400,4,1600,800,1965,0,98178,47.5099,-122.26
"11933","07",645000,4,2.5,2860,3,2860,0,1995,0,98019,47.7306,-121.973
"11934","12",410000,3,1.5,2270,4,1420,850,1954,0,98155,47.7573,-122.278
"11935","03",480000,4,2.5,2180,3,2180,0,1997,0,98045,47.4817,-121.802
"11936","07",725000,3,1.75,1860,4,1860,0,1959,0,98144,47.5981,-122.288
"11937","03",752000,4,2.5,2570,3,1710,860,1961,0,98118,47.5483,-122.261
"11938","09",585000,4,2.5,1950,3,1950,0,2004,0,98029,47.5503,-121.997
"11939","02",678700,3,1.75,1970,4,1300,670,1973,0,98033,47.6669,-122.179
"11940","04",603000,4,2.25,2110,3,2110,0,1975,0,98074,47.6386,-122.058
"11941","03",715000,3,1.75,1650,4,1150,500,1928,0,98117,47.6989,-122.399
"11942","10",1395000,4,3,3520,4,3520,0,1981,0,98072,47.7448,-122.117
"11943","04",1085000,3,2.5,2840,3,2840,0,1997,0,98034,47.7049,-122.224
"11944","02",467500,2,1.75,1490,4,750,740,1918,0,98136,47.5496,-122.391
"11945","10",359000,3,2.25,1650,3,1230,420,1985,0,98133,47.7237,-122.335
"11946","08",745000,4,2,1960,3,960,1000,1922,2001,98116,47.58,-122.405
"11947","05",450000,3,2.25,2450,4,2450,0,1978,2000,98042,47.3549,-122.111
"11948","04",935000,3,2,1720,3,1060,660,1910,2000,98109,47.6384,-122.35
"11949","09",615000,3,2.5,1980,3,1890,90,2009,0,98027,47.5456,-122.016
"11950","09",1031000,3,2.5,4110,3,4110,0,1976,0,98033,47.6642,-122.171
"11951","01",283500,4,2.5,1990,3,1990,0,1999,0,98092,47.3191,-122.191
"11952","02",370000,4,2.5,2320,3,2320,0,1994,0,98188,47.4449,-122.274
"11953","08",1150000,3,2.5,4190,3,4190,0,1999,0,98006,47.5642,-122.127
"11954","08",480000,4,2.25,2520,3,1690,830,1908,0,98122,47.6109,-122.303
"11955","06",667500,3,2,1880,5,1030,850,1927,0,98115,47.6841,-122.309
"11956","02",1398000,3,2.5,2910,4,2910,0,1989,0,98004,47.5845,-122.199
"11957","06",465000,3,2.25,2670,4,1640,1030,1966,0,98166,47.4608,-122.354
"11958","06",439800,3,1.5,1120,5,1120,0,1956,0,98007,47.6023,-122.132
"11959","07",468000,4,1.75,2250,4,1330,920,1958,0,98011,47.7633,-122.199
"11960","07",775000,4,2.5,2070,4,1250,820,1976,0,98033,47.6608,-122.19
"11961","06",684680,4,2.25,2370,4,2370,0,1979,0,98052,47.6518,-122.123
"11962","01",910000,4,3.5,3570,3,3570,0,1990,0,98052,47.7173,-122.098
"11963","09",3640900,4,3.25,4830,4,4830,0,1990,0,98039,47.6409,-122.241
"11964","06",375000,3,1.75,1160,4,1160,0,1976,0,98028,47.7595,-122.23
"11965","09",250000,3,2.5,1610,3,1610,0,1994,0,98003,47.2827,-122.302
"11966","02",3065000,5,3,4150,5,3510,640,1909,0,98119,47.6303,-122.362
"11967","11",442500,4,2.25,1840,4,1390,450,1973,0,98034,47.7328,-122.198
"11968","05",9e+05,3,3.5,4080,3,4080,0,2000,0,98092,47.2604,-122.139
"11969","09",699000,3,2,1820,3,1820,0,1937,1987,98107,47.6735,-122.401
"11970","05",360000,4,2,2680,5,2680,0,1965,0,98001,47.3182,-122.279
"11971","09",1675000,4,4.75,4790,3,4790,0,1999,0,98074,47.603,-122.012
"11972","01",675000,5,2,2420,3,2420,0,1966,0,98033,47.677,-122.165
"11973","08",392500,3,3.25,1600,3,1600,0,1998,0,98117,47.6957,-122.375
"11974","11",457000,2,1.75,2060,3,1420,640,1940,0,98125,47.7038,-122.317
"11975","10",518000,4,2.5,2830,3,2830,0,1993,0,98019,47.7334,-121.97
"11976","08",237000,3,2,1210,4,1210,0,1985,0,98031,47.4097,-122.193
"11977","03",399950,3,2.25,1560,3,1260,300,1988,0,98065,47.5378,-121.742
"11978","05",605000,3,2.25,2260,3,2260,0,1990,0,98155,47.7537,-122.296
"11979","07",295000,4,2.5,1850,3,1850,0,1993,0,98031,47.4079,-122.186
"11980","04",513000,4,2.5,1930,3,1380,550,1978,0,98034,47.7283,-122.218
"11981","10",772500,4,2.5,3230,3,3230,0,2004,0,98033,47.6874,-122.161
"11982","12",765000,4,2.5,3230,3,3230,0,2004,0,98033,47.6874,-122.161
"11983","10",696950,4,2.75,2450,4,1550,900,1920,0,98117,47.6865,-122.396
"11984","12",339999,3,2.5,2360,3,2360,0,1995,0,98092,47.3257,-122.17
"11985","05",607500,5,1.75,2220,3,1420,800,1923,0,98199,47.648,-122.384
"11986","04",479900,4,2,2510,3,1630,880,1960,0,98028,47.7438,-122.229
"11987","02",1120280,4,4,2530,3,2100,430,2013,0,98119,47.6362,-122.369
"11988","04",250000,3,2,1500,3,1060,440,1977,0,98042,47.3653,-122.09
"11989","07",340000,3,2,1130,3,1130,0,1996,0,98053,47.635,-121.964
"11990","10",340000,3,2,1420,5,830,590,1942,0,98146,47.5102,-122.372
"11991","10",635250,3,2.25,2210,5,1510,700,1976,0,98004,47.5904,-122.194
"11992","04",4e+05,4,1.75,1770,3,1770,0,1988,0,98028,47.7438,-122.247
"11993","04",570000,3,2,1930,3,1260,670,1964,0,98155,47.7657,-122.272
"11994","06",1330000,3,1.5,1940,3,1940,0,1900,0,98119,47.6308,-122.369
"11995","04",330490,3,2.75,1440,4,1040,400,1980,0,98058,47.4431,-122.138
"11996","08",325000,3,2.5,1740,3,1740,0,1999,0,98038,47.3777,-122.023
"11997","04",335000,3,2.5,1740,3,1740,0,1999,0,98038,47.3777,-122.023
"11998","11",314000,5,2.75,2210,5,1460,750,1963,0,98188,47.4468,-122.282
"11999","09",625000,4,2,2190,5,1990,200,1925,0,98115,47.6887,-122.312
"12000","06",809000,3,2.5,2590,3,2590,0,1988,0,98007,47.659,-122.146
"12001","08",535000,3,2.5,2790,3,2790,0,1990,0,98059,47.4688,-122.124
"12002","08",275000,5,1.75,2180,3,1140,1040,1963,0,98188,47.4364,-122.28
"12003","04",358000,4,2.75,2580,4,1620,960,1967,0,98058,47.4475,-122.159
"12004","03",297975,3,2.25,2820,4,1720,1100,1947,0,98168,47.4944,-122.304
"12005","05",492000,2,1.75,1300,4,1300,0,1945,1986,98059,47.4801,-122.092
"12006","08",622500,3,2.5,2260,4,1380,880,1928,0,98126,47.5714,-122.376
"12007","10",550000,3,2.5,1550,3,1390,160,2004,0,98102,47.6355,-122.324
"12008","02",190000,3,1.75,1390,5,1390,0,1965,0,98058,47.4559,-122.183
"12009","07",340000,4,2.5,2380,3,2380,0,2000,0,98023,47.3148,-122.349
"12010","07",678000,3,2.5,2640,3,2640,0,2003,0,98052,47.7043,-122.128
"12011","04",275000,5,2,2260,4,1250,1010,1962,0,98031,47.3896,-122.218
"12012","09",493000,3,2.75,1720,4,1270,450,1947,0,98122,47.6138,-122.298
"12013","02",334000,3,2.25,2000,4,2000,0,1985,0,98030,47.349,-122.167
"12014","07",605000,4,2.5,2800,3,1420,1380,1970,0,98008,47.5959,-122.116
"12015","04",365000,3,1.75,1450,4,1450,0,1976,0,98092,47.3343,-122.16
"12016","10",999000,3,2.5,2710,3,2080,630,1956,0,98177,47.7608,-122.374
"12017","04",470000,2,1.75,1520,4,840,680,1910,0,98117,47.6876,-122.366
"12018","06",599000,5,2.75,2730,3,2080,650,1968,1992,98075,47.5951,-122.037
"12019","09",255000,3,2.25,1740,5,1740,0,1977,0,98042,47.3815,-122.09
"12020","02",295000,4,1.75,1800,4,1800,0,1975,0,98031,47.3926,-122.166
"12021","06",550000,4,3.5,4150,3,4150,0,2006,0,98003,47.3423,-122.183
"12022","07",1305000,5,3.5,3270,3,2180,1090,2011,0,98115,47.6754,-122.327
"12023","08",345000,3,3.25,1600,3,1360,240,2000,0,98133,47.7151,-122.355
"12024","05",475000,4,1.75,1650,4,1150,500,1950,0,98133,47.715,-122.354
"12025","10",497500,5,1.5,2170,4,1230,940,1959,0,98008,47.6111,-122.126
"12026","11",649500,3,3,3730,4,2230,1500,1990,0,98038,47.4257,-122.03
"12027","08",734500,4,2.75,3280,3,3280,0,2003,0,98052,47.7042,-122.107
"12028","05",425000,4,2.75,1680,4,1080,600,1979,0,98028,47.739,-122.243
"12029","04",307000,4,2,2390,3,1720,670,1949,0,98023,47.3197,-122.343
"12030","05",635000,3,2.5,2300,4,2000,300,1921,0,98144,47.5785,-122.293
"12031","05",223000,3,1.75,1340,4,1340,0,1973,0,98002,47.3087,-122.206
"12032","04",425000,3,2.75,2600,3,2600,0,1994,0,98042,47.3815,-122.146
"12033","05",190000,3,2.25,1640,4,1220,420,1989,0,98038,47.3576,-122.039
"12034","09",275000,4,1.75,1960,4,1960,0,1967,0,98023,47.3131,-122.383
"12035","06",450000,3,2.5,1480,3,1480,0,2005,0,98029,47.5478,-122
"12036","05",1468000,4,3.25,5010,3,5010,0,1988,0,98006,47.5469,-122.127
"12037","12",550000,4,2,1540,4,1540,0,1913,0,98105,47.6713,-122.3
"12038","12",835000,4,2.75,4030,3,3310,720,1943,1994,98177,47.7168,-122.365
"12039","11",290000,2,2,1590,3,910,680,1983,0,98055,47.4585,-122.205
"12040","08",1035000,4,2.5,2910,3,2910,0,2014,0,98033,47.6826,-122.186
"12041","01",780000,4,2.5,3020,4,1730,1290,1976,0,98004,47.5882,-122.192
"12042","12",572500,3,2,2290,3,2290,0,1979,0,98052,47.6517,-122.124
"12043","03",389000,3,1.75,2180,4,1090,1090,1938,0,98001,47.3547,-122.285
"12044","08",350000,4,1.75,2740,3,1440,1300,1972,0,98168,47.5112,-122.329
"12045","07",476000,4,2.5,2740,3,2740,0,1993,0,98042,47.3333,-122.074
"12046","09",1046250,2,3,2330,5,1870,460,1927,1979,98112,47.6316,-122.282
"12047","12",287000,3,2.25,2300,4,1550,750,1978,0,98003,47.324,-122.328
"12048","11",707500,4,4,1550,5,1550,0,1907,0,98107,47.6711,-122.398
"12049","08",464500,4,2.5,1750,4,1610,140,1947,0,98155,47.7425,-122.321
"12050","12",720000,3,1.5,2180,4,1090,1090,1941,0,98116,47.5787,-122.402
"12051","12",319000,3,2.5,1610,5,1610,0,1994,0,98038,47.3714,-122.054
"12052","05",120750,3,1.75,1140,4,1140,0,1969,0,98023,47.2933,-122.372
"12053","10",195000,3,1.75,1140,4,1140,0,1969,0,98023,47.2933,-122.372
"12054","01",650000,4,1.5,2480,3,1380,1100,1946,0,98119,47.6445,-122.374
"12055","05",530000,3,1.75,1690,4,1690,0,1958,0,98005,47.5857,-122.172
"12056","04",825000,4,3,2910,5,1800,1110,1970,0,98117,47.6939,-122.391
"12057","08",436000,4,2,1600,3,1600,0,1972,0,98034,47.72,-122.216
"12058","08",547500,3,2,1850,4,950,900,1940,0,98115,47.697,-122.322
"12059","12",762000,3,1.75,2150,4,1400,750,1906,0,98103,47.6629,-122.329
"12060","01",340000,3,1.75,2650,3,1460,1190,1952,0,98155,47.7525,-122.315
"12061","11",880000,4,1.75,2510,4,1830,680,1953,0,98199,47.648,-122.41
"12062","05",1220000,4,2.5,3240,3,2060,1180,2008,0,98109,47.6405,-122.356
"12063","04",1950000,4,2.5,3440,3,2170,1270,2012,0,98155,47.7364,-122.286
"12064","09",382500,3,2,1150,3,1150,0,1952,2006,98155,47.7489,-122.284
"12065","01",344500,3,1.75,1890,3,1210,680,1976,0,98055,47.4872,-122.223
"12066","04",375000,4,2.75,1430,3,1030,400,1982,0,98106,47.5346,-122.344
"12067","07",5e+05,5,3.25,3130,3,2180,950,1975,0,98027,47.5336,-122.052
"12068","07",330000,4,2.5,2105,3,2105,0,2003,0,98042,47.3531,-122.147
"12069","02",450000,3,1.5,1340,3,1340,0,1972,0,98034,47.718,-122.193
"12070","07",840500,4,2.25,2290,3,1490,800,1948,0,98178,47.5114,-122.245
"12071","08",679000,3,2.5,2770,3,2770,0,1957,2000,98056,47.5253,-122.201
"12072","06",270000,3,1.5,1890,3,1090,800,1957,0,98146,47.4829,-122.341
"12073","01",757500,5,2.25,3160,3,3160,0,1977,0,98027,47.5678,-122.089
"12074","11",524950,2,2.5,1830,3,1830,0,2005,0,98029,47.5524,-121.996
"12075","07",424900,4,2.75,2950,4,2950,0,1960,1998,98010,47.3596,-121.922
"12076","11",421000,3,2,1420,5,1420,0,1968,0,98056,47.5309,-122.186
"12077","08",635000,4,1.75,2460,4,2460,0,1952,0,98177,47.7256,-122.367
"12078","04",281000,4,2.25,1677,3,1677,0,2012,0,98092,47.32,-122.178
"12079","06",655275,3,1.75,2050,3,1460,590,1962,0,98006,47.5735,-122.162
"12080","08",861000,3,2,2520,5,1270,1250,1931,0,98105,47.6693,-122.289
"12081","10",850000,3,3.5,2620,4,2060,560,1977,0,98008,47.5845,-122.115
"12082","11",246000,3,2.5,1650,3,1290,360,1990,0,98023,47.2899,-122.372
"12083","10",813000,4,2.5,3430,3,3430,0,1998,0,98052,47.6866,-122.11
"12084","11",990000,4,2.5,3140,3,3140,0,1988,0,98004,47.5817,-122.192
"12085","11",650000,3,2.5,2350,3,1740,610,2003,0,98117,47.6767,-122.365
"12086","05",273000,4,3,1990,3,1990,0,1990,0,98023,47.3083,-122.36
"12087","07",398000,4,2.5,2050,3,2050,0,1989,0,98019,47.73,-121.969
"12088","11",502000,3,2.5,1870,3,1250,620,1984,0,98074,47.6269,-122.06
"12089","06",305000,3,2.25,2110,4,1360,750,1973,0,98023,47.3082,-122.372
"12090","06",574950,5,3.25,3160,4,3160,0,1980,0,98027,47.52,-122.047
"12091","11",1650000,3,2.25,2750,5,1620,1130,1959,0,98074,47.6163,-122.068
"12092","08",375000,3,1.5,1190,3,1190,0,1948,0,98166,47.4459,-122.359
"12093","06",248000,4,2.5,1770,3,1770,0,2003,0,98038,47.3483,-122.053
"12094","04",336750,4,2.25,1720,3,1350,370,1955,0,98146,47.5119,-122.337
"12095","06",685000,4,2.5,2770,4,2770,0,1989,0,98077,47.7751,-122.088
"12096","07",645000,4,2.75,2330,3,2330,0,2004,0,98029,47.5527,-121.99
"12097","12",279000,3,2.5,1660,3,1660,0,2003,0,98038,47.3865,-122.027
"12098","04",479000,2,2.5,1730,3,1730,0,2008,0,98118,47.5594,-122.285
"12099","01",466000,3,2.25,1880,3,1280,600,1962,0,98155,47.7574,-122.322
"12100","04",361500,4,2.75,2190,3,2190,0,1995,0,98038,47.3804,-122.027
"12101","12",404000,3,1.75,1720,3,1720,0,1995,0,98056,47.5044,-122.19
"12102","03",319000,4,3.25,2360,3,2360,0,1990,0,98058,47.4403,-122.126
"12103","03",320000,3,1.5,1490,4,1490,0,1969,0,98059,47.4779,-122.145
"12104","11",1311000,4,3.75,3490,3,2610,880,2014,0,98103,47.6685,-122.332
"12105","09",1e+06,3,2.75,2370,4,1670,700,1971,0,98006,47.5648,-122.156
"12106","11",660000,4,2.5,2290,4,2290,0,1977,0,98006,47.5613,-122.128
"12107","04",546000,4,3,1790,3,1790,0,1901,0,98122,47.6117,-122.313
"12108","07",3e+05,4,1.75,1820,4,1190,630,1926,0,98108,47.5569,-122.31
"12109","10",5e+05,2,1.5,1760,4,1760,0,1964,0,98052,47.6288,-122.109
"12110","09",381500,4,2.5,2430,4,2430,0,2003,0,98042,47.3762,-122.126
"12111","04",990000,3,2.25,2630,4,2630,0,1966,0,98040,47.5479,-122.233
"12112","01",278226,4,2.5,2390,3,2390,0,2006,0,98038,47.3527,-121.999
"12113","01",340000,2,1.75,1500,4,1220,280,1947,0,98103,47.7006,-122.35
"12114","08",305000,4,2.5,2510,3,1520,990,1977,0,98023,47.3086,-122.384
"12115","06",760000,4,2.5,2420,3,1700,720,1958,0,98146,47.4871,-122.36
"12116","10",195000,4,1.5,2170,3,2170,0,1952,0,98148,47.4263,-122.331
"12117","04",564000,4,1.75,1960,4,1260,700,1960,0,98115,47.6968,-122.299
"12118","12",539500,4,2.25,2280,3,1660,620,1977,0,98034,47.701,-122.231
"12119","09",299980,4,1.5,1580,3,790,790,1945,2008,98178,47.5002,-122.246
"12120","10",290000,4,2.5,1850,3,1850,0,1993,0,98042,47.3536,-122.142
"12121","08",518500,4,3,2120,3,1420,700,1985,0,98125,47.7085,-122.286
"12122","09",657000,4,2.75,3060,3,1810,1250,1982,0,98074,47.6198,-122.038
"12123","08",590000,3,2.25,2680,3,2680,0,1984,0,98045,47.4817,-121.749
"12124","07",526000,4,1.75,2220,3,1110,1110,1959,0,98125,47.7136,-122.29
"12125","01",464550,3,1.5,1690,4,1690,0,1967,0,98033,47.7018,-122.165
"12126","07",409950,3,1.75,1320,4,1320,0,1969,0,98052,47.6993,-122.13
"12127","03",365000,2,1.5,820,3,820,0,2009,0,98144,47.5925,-122.295
"12128","11",497950,4,2.5,1950,3,1550,400,1998,0,98118,47.565,-122.281
"12129","09",405000,5,3.5,3672,3,3006,666,2006,0,98092,47.3255,-122.192
"12130","03",568000,3,2.5,2740,3,2740,0,1994,0,98058,47.4597,-122.153
"12131","01",235000,3,2,1090,4,1090,0,1961,0,98168,47.4942,-122.322
"12132","01",610000,4,3,2600,3,2600,0,1994,0,98028,47.746,-122.231
"12133","06",453500,4,1.75,2000,3,1300,700,1959,0,98146,47.5132,-122.389
"12134","06",1220000,4,3.75,3520,5,2200,1320,1913,0,98109,47.6424,-122.348
"12135","09",275000,3,1.5,1950,4,1010,940,1956,0,98166,47.4594,-122.346
"12136","07",915000,3,2.75,3390,4,1740,1650,1979,0,98116,47.5701,-122.408
"12137","06",619850,4,2.5,2270,5,1500,770,1972,0,98006,47.5602,-122.176
"12138","09",525000,2,1.5,960,3,960,0,1910,1987,98199,47.649,-122.403
"12139","12",215000,4,2.25,1900,4,1900,0,1967,0,98031,47.4208,-122.2
"12140","05",802000,3,2.5,2580,3,2580,0,1986,0,98052,47.6616,-122.144
"12141","06",330000,4,2.5,2340,3,2340,0,1997,0,98042,47.384,-122.149
"12142","08",549800,3,2.25,1580,4,1580,0,1958,0,98005,47.5872,-122.17
"12143","08",338000,3,2.5,1590,3,1590,0,1992,0,98055,47.4367,-122.199
"12144","08",3200000,4,3.25,7000,4,3500,3500,1991,0,98075,47.5928,-122.086
"12145","08",480000,4,2.25,1770,5,1770,0,1972,0,98034,47.7193,-122.218
"12146","04",383000,4,2.5,1850,3,1200,650,1962,0,98155,47.7717,-122.29
"12147","03",257000,3,1.75,1430,3,1430,0,1975,0,98031,47.4189,-122.168
"12148","02",335000,4,2.75,2190,4,2190,0,1996,0,98092,47.3341,-122.188
"12149","05",422000,4,2.5,2310,3,2310,0,2012,0,98166,47.4513,-122.267
"12150","06",560000,3,1.75,2000,5,1400,600,1963,0,98033,47.6616,-122.175
"12151","04",680000,4,2.75,3620,3,3620,0,2006,0,98058,47.4238,-122.098
"12152","09",665000,3,2.5,2330,3,2330,0,1996,0,98074,47.655,-122.087
"12153","03",751000,3,2.5,2840,3,2840,0,2002,0,98075,47.6006,-121.978
"12154","01",290000,4,1.75,1820,4,1820,0,1918,0,98155,47.7606,-122.28
"12155","10",250000,4,2,1470,3,1470,0,1967,0,98198,47.3702,-122.318
"12156","04",423000,3,1.75,1100,5,1100,0,1964,0,98056,47.5374,-122.173
"12157","05",601002,4,2.5,2050,3,1050,1000,1976,0,98052,47.6614,-122.138
"12158","02",352900,2,1.5,1240,3,1240,0,2002,0,98144,47.5915,-122.295
"12159","08",509950,3,2.5,2210,3,2210,0,1995,0,98014,47.6087,-121.895
"12160","02",360000,2,1.75,1340,3,1340,0,2009,0,98133,47.7053,-122.343
"12161","11",1075000,4,2.75,2580,4,1780,800,1964,0,98040,47.5387,-122.215
"12162","07",349950,3,2.5,2390,3,2390,0,2002,0,98038,47.3659,-122.029
"12163","11",395000,4,2.5,2250,3,2250,0,1987,0,98058,47.4398,-122.151
"12164","01",273500,3,1.5,2000,3,1540,460,1967,0,98032,47.387,-122.281
"12165","04",7e+05,4,1.75,1870,5,1670,200,1949,0,98199,47.6435,-122.399
"12166","04",699000,3,2.5,2370,4,2370,0,1985,0,98033,47.6679,-122.172
"12167","04",537000,4,2.25,2640,3,1620,1020,1980,0,98072,47.7552,-122.148
"12168","04",405000,3,1.5,1240,3,1240,0,1977,0,98024,47.5667,-121.905
"12169","09",260000,4,2.5,2050,3,1300,750,1965,0,98198,47.42,-122.319
"12170","09",266750,3,2.25,1650,3,1650,0,1988,0,98198,47.3862,-122.315
"12171","12",1800000,5,3.75,4320,3,4320,0,1938,0,98155,47.7519,-122.276
